synthetic_id,complaint_type,descriptor,resolution_description,agency,source
266,heat/hot water,There is a complaint about tenant unit that has broken boiler during cold weather on Forest Ave.,,HPD,synthetic_rule_training_v2
267,heat/hot water,I need to report that unit has no hot water in the entire building on the top floor.,,HPD,synthetic_rule_training_v2
268,heat/hot water,Resident reports unit has no heat during cold weather in the basement unit.,,HPD,synthetic_rule_training_v2
269,heat/hot water,I need to report that unit has no heat in the entire building at the building.,,HPD,synthetic_rule_training_v2
270,heat/hot water,Resident reports apartment has broken boiler since yesterday in apartment 4B.,,HPD,synthetic_rule_training_v2
271,heat/hot water,I need to report that tenant unit has no heat since yesterday at the building.,,HPD,synthetic_rule_training_v2
272,heat/hot water,Resident reports building has cold radiators for three days on Forest Ave.,,HPD,synthetic_rule_training_v2
273,heat/hot water,heat/hot water: building has cold radiators for three days in apartment 4B.,,HPD,synthetic_rule_training_v2
274,heat/hot water,"Please send help, building has cold radiators since yesterday at the building.",,HPD,synthetic_rule_training_v2
275,heat/hot water,Resident reports building has cold radiators during cold weather in apartment 4B.,,HPD,synthetic_rule_training_v2
276,heat/hot water,apartment has no hot water since yesterday at the building.,,HPD,synthetic_rule_training_v2
277,heat/hot water,Resident reports tenant unit has no heat or hot water since yesterday in apartment 4B.,,HPD,synthetic_rule_training_v2
278,heat/hot water,"Please send help, apartment has no hot water in the entire building in the basement unit.",,HPD,synthetic_rule_training_v2
279,heat/hot water,apartment has broken boiler in the entire building at the building.,,HPD,synthetic_rule_training_v2
280,heat/hot water,heat/hot water: tenant unit has no heat in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
281,heat/hot water,Resident reports tenant unit has no heat and landlord has not fixed it at the building.,,HPD,synthetic_rule_training_v2
282,heat/hot water,There is a complaint about apartment that has no heat in the entire building on the top floor.,,HPD,synthetic_rule_training_v2
283,heat/hot water,There is a complaint about apartment that has broken boiler in the entire building on Forest Ave.,,HPD,synthetic_rule_training_v2
284,heat/hot water,unit has cold radiators for three days on Forest Ave.,,HPD,synthetic_rule_training_v2
285,heat/hot water,Resident reports unit has cold radiators and landlord has not fixed it in the basement unit.,,HPD,synthetic_rule_training_v2
286,heat/hot water,I need to report that unit has broken boiler and landlord has not fixed it in the basement unit.,,HPD,synthetic_rule_training_v2
287,heat/hot water,"Please send help, residential building has cold radiators and landlord has not fixed it on the top floor.",,HPD,synthetic_rule_training_v2
288,heat/hot water,apartment has cold radiators for three days on the top floor.,,HPD,synthetic_rule_training_v2
289,heat/hot water,There is a complaint about building that has broken boiler during cold weather on the top floor.,,HPD,synthetic_rule_training_v2
290,heat/hot water,There is a complaint about residential building that has no heat during cold weather on the top floor.,,HPD,synthetic_rule_training_v2
291,heat/hot water,"Please send help, unit has no heat or hot water for three days on the top floor.",,HPD,synthetic_rule_training_v2
292,heat/hot water,apartment has no heat since yesterday on the top floor.,,HPD,synthetic_rule_training_v2
293,heat/hot water,unit has no hot water and landlord has not fixed it on Forest Ave.,,HPD,synthetic_rule_training_v2
294,heat/hot water,heat/hot water: tenant unit has cold radiators during cold weather on Forest Ave.,,HPD,synthetic_rule_training_v2
295,heat/hot water,There is a complaint about unit that has broken boiler since yesterday at the building.,,HPD,synthetic_rule_training_v2
296,heat/hot water,heat/hot water: unit has no heat or hot water since yesterday in the basement unit.,,HPD,synthetic_rule_training_v2
297,heat/hot water,heat/hot water: building has no hot water in the entire building in apartment 4B.,,HPD,synthetic_rule_training_v2
298,heat/hot water,unit has cold radiators during cold weather on Forest Ave.,,HPD,synthetic_rule_training_v2
299,heat/hot water,"Please send help, tenant unit has no hot water in the entire building in the basement unit.",,HPD,synthetic_rule_training_v2
300,heat/hot water,heat/hot water: tenant unit has cold radiators since yesterday in the basement unit.,,HPD,synthetic_rule_training_v2
301,heat/hot water,I need to report that unit has no heat for three days at the building.,,HPD,synthetic_rule_training_v2
302,heat/hot water,I need to report that unit has no heat or hot water during cold weather on Forest Ave.,,HPD,synthetic_rule_training_v2
303,heat/hot water,Resident reports building has cold radiators in the entire building on Forest Ave.,,HPD,synthetic_rule_training_v2
304,heat/hot water,Resident reports apartment has no heat and landlord has not fixed it in apartment 4B.,,HPD,synthetic_rule_training_v2
305,heat/hot water,There is a complaint about residential building that has broken boiler during cold weather in apartment 4B.,,HPD,synthetic_rule_training_v2
306,heat/hot water,"Please send help, unit has no heat or hot water and landlord has not fixed it in the basement unit.",,HPD,synthetic_rule_training_v2
307,heat/hot water,apartment has no hot water for three days in the basement unit.,,HPD,synthetic_rule_training_v2
308,heat/hot water,apartment has no heat or hot water in the entire building on the top floor.,,HPD,synthetic_rule_training_v2
309,heat/hot water,There is a complaint about tenant unit that has broken boiler in the entire building at the building.,,HPD,synthetic_rule_training_v2
310,heat/hot water,Resident reports tenant unit has no heat during cold weather on the top floor.,,HPD,synthetic_rule_training_v2
311,heat/hot water,unit has cold radiators in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
312,heat/hot water,I need to report that unit has no heat for three days on the top floor.,,HPD,synthetic_rule_training_v2
313,heat/hot water,heat/hot water: apartment has no heat for three days at the building.,,HPD,synthetic_rule_training_v2
314,heat/hot water,Resident reports building has no heat or hot water during cold weather at the building.,,HPD,synthetic_rule_training_v2
315,heat/hot water,apartment has broken boiler in the entire building in apartment 4B.,,HPD,synthetic_rule_training_v2
316,heat/hot water,Resident reports residential building has cold radiators for three days in the basement unit.,,HPD,synthetic_rule_training_v2
317,heat/hot water,heat/hot water: unit has no heat in the entire building on Forest Ave.,,HPD,synthetic_rule_training_v2
318,heat/hot water,There is a complaint about apartment that has broken boiler since yesterday at the building.,,HPD,synthetic_rule_training_v2
319,heat/hot water,heat/hot water: residential building has cold radiators in the entire building on the top floor.,,HPD,synthetic_rule_training_v2
320,heat/hot water,"Please send help, apartment has broken boiler since yesterday at the building.",,HPD,synthetic_rule_training_v2
321,heat/hot water,Resident reports tenant unit has broken boiler during cold weather on Forest Ave.,,HPD,synthetic_rule_training_v2
322,heat/hot water,There is a complaint about apartment that has no hot water in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
323,heat/hot water,There is a complaint about tenant unit that has no heat in the entire building at the building.,,HPD,synthetic_rule_training_v2
324,heat/hot water,I need to report that unit has no hot water during cold weather in apartment 4B.,,HPD,synthetic_rule_training_v2
325,heat/hot water,tenant unit has no heat and landlord has not fixed it in the basement unit.,,HPD,synthetic_rule_training_v2
326,heat/hot water,Resident reports unit has no heat or hot water for three days in apartment 4B.,,HPD,synthetic_rule_training_v2
327,heat/hot water,building has no heat or hot water for three days in apartment 4B.,,HPD,synthetic_rule_training_v2
328,heat/hot water,heat/hot water: building has no heat for three days on the top floor.,,HPD,synthetic_rule_training_v2
329,heat/hot water,There is a complaint about tenant unit that has cold radiators in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
330,heat/hot water,I need to report that tenant unit has no heat or hot water during cold weather in apartment 4B.,,HPD,synthetic_rule_training_v2
331,heat/hot water,There is a complaint about apartment that has broken boiler in the entire building at the building.,,HPD,synthetic_rule_training_v2
332,heat/hot water,"Please send help, tenant unit has no heat during cold weather in the basement unit.",,HPD,synthetic_rule_training_v2
333,heat/hot water,unit has broken boiler in the entire building on Forest Ave.,,HPD,synthetic_rule_training_v2
334,heat/hot water,unit has no heat or hot water since yesterday on Forest Ave.,,HPD,synthetic_rule_training_v2
335,heat/hot water,heat/hot water: tenant unit has cold radiators in the entire building on the top floor.,,HPD,synthetic_rule_training_v2
336,heat/hot water,heat/hot water: tenant unit has no heat in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
337,heat/hot water,I need to report that building has no heat or hot water and landlord has not fixed it on the top floor.,,HPD,synthetic_rule_training_v2
338,heat/hot water,heat/hot water: building has no heat in the entire building on Forest Ave.,,HPD,synthetic_rule_training_v2
339,heat/hot water,"Please send help, apartment has cold radiators for three days on Forest Ave.",,HPD,synthetic_rule_training_v2
340,heat/hot water,Resident reports residential building has broken boiler and landlord has not fixed it in the basement unit.,,HPD,synthetic_rule_training_v2
341,heat/hot water,heat/hot water: building has no heat or hot water during cold weather at the building.,,HPD,synthetic_rule_training_v2
342,heat/hot water,There is a complaint about residential building that has no heat or hot water and landlord has not fixed it on Forest Ave.,,HPD,synthetic_rule_training_v2
343,heat/hot water,I need to report that unit has no heat during cold weather on Forest Ave.,,HPD,synthetic_rule_training_v2
344,heat/hot water,heat/hot water: residential building has no heat or hot water during cold weather in the basement unit.,,HPD,synthetic_rule_training_v2
345,heat/hot water,Resident reports unit has no heat and landlord has not fixed it in apartment 4B.,,HPD,synthetic_rule_training_v2
346,heat/hot water,"Please send help, unit has broken boiler for three days in the basement unit.",,HPD,synthetic_rule_training_v2
347,heat/hot water,I need to report that apartment has no heat or hot water and landlord has not fixed it on the top floor.,,HPD,synthetic_rule_training_v2
348,heat/hot water,I need to report that unit has no hot water and landlord has not fixed it on Forest Ave.,,HPD,synthetic_rule_training_v2
349,heat/hot water,I need to report that residential building has cold radiators during cold weather on Forest Ave.,,HPD,synthetic_rule_training_v2
350,heat/hot water,"Please send help, unit has no hot water for three days at the building.",,HPD,synthetic_rule_training_v2
351,heat/hot water,There is a complaint about building that has no hot water for three days in apartment 4B.,,HPD,synthetic_rule_training_v2
352,heat/hot water,unit has no heat and landlord has not fixed it in the basement unit.,,HPD,synthetic_rule_training_v2
353,heat/hot water,I need to report that tenant unit has no heat during cold weather in the basement unit.,,HPD,synthetic_rule_training_v2
354,heat/hot water,Resident reports tenant unit has broken boiler for three days in apartment 4B.,,HPD,synthetic_rule_training_v2
355,heat/hot water,Resident reports tenant unit has no hot water in the entire building on Forest Ave.,,HPD,synthetic_rule_training_v2
356,heat/hot water,There is a complaint about unit that has no hot water in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
357,heat/hot water,"Please send help, residential building has no hot water and landlord has not fixed it in apartment 4B.",,HPD,synthetic_rule_training_v2
358,heat/hot water,"Please send help, residential building has no hot water during cold weather in the basement unit.",,HPD,synthetic_rule_training_v2
359,heat/hot water,There is a complaint about residential building that has no heat or hot water in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
360,heat/hot water,heat/hot water: residential building has no hot water for three days in the basement unit.,,HPD,synthetic_rule_training_v2
361,heat/hot water,Resident reports unit has no heat in the entire building at the building.,,HPD,synthetic_rule_training_v2
362,heat/hot water,heat/hot water: apartment has cold radiators since yesterday at the building.,,HPD,synthetic_rule_training_v2
363,heat/hot water,building has no heat or hot water in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
364,heat/hot water,Resident reports residential building has no heat for three days on the top floor.,,HPD,synthetic_rule_training_v2
365,heat/hot water,"Please send help, apartment has broken boiler since yesterday on the top floor.",,HPD,synthetic_rule_training_v2
366,heat/hot water,heat/hot water: unit has no hot water in the entire building on Forest Ave.,,HPD,synthetic_rule_training_v2
367,heat/hot water,"Please send help, building has no heat during cold weather on Forest Ave.",,HPD,synthetic_rule_training_v2
368,heat/hot water,I need to report that unit has no hot water for three days on Forest Ave.,,HPD,synthetic_rule_training_v2
369,heat/hot water,"Please send help, residential building has no hot water in the entire building on the top floor.",,HPD,synthetic_rule_training_v2
370,heat/hot water,heat/hot water: apartment has no heat since yesterday at the building.,,HPD,synthetic_rule_training_v2
371,heat/hot water,Resident reports building has cold radiators and landlord has not fixed it in the basement unit.,,HPD,synthetic_rule_training_v2
372,heat/hot water,There is a complaint about apartment that has no heat or hot water for three days at the building.,,HPD,synthetic_rule_training_v2
373,heat/hot water,apartment has no hot water in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
374,heat/hot water,There is a complaint about apartment that has no heat in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
375,heat/hot water,heat/hot water: apartment has cold radiators and landlord has not fixed it in apartment 4B.,,HPD,synthetic_rule_training_v2
376,heat/hot water,I need to report that building has no heat or hot water in the entire building on Forest Ave.,,HPD,synthetic_rule_training_v2
377,heat/hot water,heat/hot water: unit has no hot water and landlord has not fixed it on the top floor.,,HPD,synthetic_rule_training_v2
378,heat/hot water,Resident reports apartment has cold radiators during cold weather on Forest Ave.,,HPD,synthetic_rule_training_v2
379,heat/hot water,heat/hot water: tenant unit has cold radiators and landlord has not fixed it in the basement unit.,,HPD,synthetic_rule_training_v2
380,heat/hot water,residential building has broken boiler since yesterday on the top floor.,,HPD,synthetic_rule_training_v2
381,heat/hot water,"Please send help, unit has no heat during cold weather on Forest Ave.",,HPD,synthetic_rule_training_v2
382,heat/hot water,"Please send help, building has no heat and landlord has not fixed it at the building.",,HPD,synthetic_rule_training_v2
383,heat/hot water,Resident reports apartment has no heat or hot water and landlord has not fixed it at the building.,,HPD,synthetic_rule_training_v2
384,heat/hot water,I need to report that building has broken boiler in the entire building in apartment 4B.,,HPD,synthetic_rule_training_v2
385,heat/hot water,Resident reports apartment has broken boiler since yesterday at the building.,,HPD,synthetic_rule_training_v2
386,heat/hot water,Resident reports apartment has no hot water since yesterday at the building.,,HPD,synthetic_rule_training_v2
387,heat/hot water,"Please send help, tenant unit has broken boiler and landlord has not fixed it on the top floor.",,HPD,synthetic_rule_training_v2
388,heat/hot water,"Please send help, apartment has no hot water during cold weather at the building.",,HPD,synthetic_rule_training_v2
389,heat/hot water,unit has no heat or hot water since yesterday at the building.,,HPD,synthetic_rule_training_v2
390,heat/hot water,There is a complaint about residential building that has broken boiler in the entire building at the building.,,HPD,synthetic_rule_training_v2
391,heat/hot water,Resident reports residential building has broken boiler during cold weather in the basement unit.,,HPD,synthetic_rule_training_v2
392,heat/hot water,"Please send help, apartment has broken boiler since yesterday on the top floor.",,HPD,synthetic_rule_training_v2
393,heat/hot water,heat/hot water: building has cold radiators during cold weather at the building.,,HPD,synthetic_rule_training_v2
394,heat/hot water,apartment has no heat or hot water during cold weather at the building.,,HPD,synthetic_rule_training_v2
395,heat/hot water,There is a complaint about tenant unit that has broken boiler for three days on the top floor.,,HPD,synthetic_rule_training_v2
396,heat/hot water,"Please send help, residential building has no heat during cold weather in the basement unit.",,HPD,synthetic_rule_training_v2
397,heat/hot water,There is a complaint about unit that has no heat since yesterday on the top floor.,,HPD,synthetic_rule_training_v2
398,heat/hot water,"Please send help, tenant unit has no hot water since yesterday in apartment 4B.",,HPD,synthetic_rule_training_v2
399,heat/hot water,heat/hot water: residential building has no heat for three days on Forest Ave.,,HPD,synthetic_rule_training_v2
400,heat/hot water,Resident reports unit has no heat or hot water in the entire building in the basement unit.,,HPD,synthetic_rule_training_v2
401,illegal parking,motorcycle is double parked on the sidewalk outside school.,,NYPD,synthetic_rule_training_v2
402,illegal parking,"Please send help, van is illegally parked in front of crosswalk near Main St.",,NYPD,synthetic_rule_training_v2
403,illegal parking,illegal parking: truck is parked in no standing zone in the bike lane outside school.,,NYPD,synthetic_rule_training_v2
404,illegal parking,Resident reports car is illegally parked near the corner by the intersection.,,NYPD,synthetic_rule_training_v2
405,illegal parking,illegal parking: van is blocking traffic on the street outside school.,,NYPD,synthetic_rule_training_v2
406,illegal parking,"Please send help, commercial vehicle is parked in no standing zone near the corner next to my building.",,NYPD,synthetic_rule_training_v2
407,illegal parking,"Please send help, commercial vehicle is parked in no standing zone near the corner on Forest Ave.",,NYPD,synthetic_rule_training_v2
408,illegal parking,Resident reports car is parked in no standing zone near the corner by the intersection.,,NYPD,synthetic_rule_training_v2
409,illegal parking,commercial vehicle is parked at hydrant in the bike lane on Forest Ave.,,NYPD,synthetic_rule_training_v2
410,illegal parking,illegal parking: motorcycle is parked at hydrant in the bike lane near Main St.,,NYPD,synthetic_rule_training_v2
411,illegal parking,I need to report that commercial vehicle is double parked in the bike lane next to my building.,,NYPD,synthetic_rule_training_v2
412,illegal parking,Resident reports car is double parked near the corner near Main St.,,NYPD,synthetic_rule_training_v2
413,illegal parking,There is a complaint about car that is parked at hydrant in front of crosswalk next to my building.,,NYPD,synthetic_rule_training_v2
414,illegal parking,"Please send help, van is blocking traffic near the corner next to my building.",,NYPD,synthetic_rule_training_v2
415,illegal parking,car is parked at hydrant on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
416,illegal parking,illegal parking: van is parked in no standing zone in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
417,illegal parking,Resident reports truck is illegally parked on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
418,illegal parking,I need to report that motorcycle is parked at hydrant near the corner next to my building.,,NYPD,synthetic_rule_training_v2
419,illegal parking,I need to report that motorcycle is double parked near the corner by the intersection.,,NYPD,synthetic_rule_training_v2
420,illegal parking,illegal parking: car is illegally parked in front of crosswalk near Main St.,,NYPD,synthetic_rule_training_v2
421,illegal parking,"Please send help, vehicle is double parked in the bike lane near Main St.",,NYPD,synthetic_rule_training_v2
422,illegal parking,"Please send help, motorcycle is parked at hydrant on the street outside school.",,NYPD,synthetic_rule_training_v2
423,illegal parking,Resident reports commercial vehicle is blocking traffic in the bike lane near Main St.,,NYPD,synthetic_rule_training_v2
424,illegal parking,I need to report that truck is blocking traffic in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
425,illegal parking,illegal parking: commercial vehicle is double parked in front of crosswalk next to my building.,,NYPD,synthetic_rule_training_v2
426,illegal parking,Resident reports vehicle is blocking traffic in front of crosswalk outside school.,,NYPD,synthetic_rule_training_v2
427,illegal parking,illegal parking: car is illegally parked on the street on Forest Ave.,,NYPD,synthetic_rule_training_v2
428,illegal parking,I need to report that motorcycle is parked at hydrant near the corner next to my building.,,NYPD,synthetic_rule_training_v2
429,illegal parking,There is a complaint about motorcycle that is illegally parked on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
430,illegal parking,"Please send help, commercial vehicle is parked at hydrant on the sidewalk near Main St.",,NYPD,synthetic_rule_training_v2
431,illegal parking,I need to report that van is parked at hydrant on the sidewalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
432,illegal parking,I need to report that car is double parked on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
433,illegal parking,There is a complaint about van that is double parked in the bike lane next to my building.,,NYPD,synthetic_rule_training_v2
434,illegal parking,Resident reports truck is parked at hydrant in the bike lane by the intersection.,,NYPD,synthetic_rule_training_v2
435,illegal parking,Resident reports truck is blocking traffic in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
436,illegal parking,"Please send help, vehicle is parked in no standing zone on the street outside school.",,NYPD,synthetic_rule_training_v2
437,illegal parking,There is a complaint about vehicle that is double parked on the street on Forest Ave.,,NYPD,synthetic_rule_training_v2
438,illegal parking,"Please send help, van is blocking traffic on the sidewalk near Main St.",,NYPD,synthetic_rule_training_v2
439,illegal parking,Resident reports truck is blocking traffic in the bike lane near Main St.,,NYPD,synthetic_rule_training_v2
440,illegal parking,Resident reports van is blocking traffic on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
441,illegal parking,"Please send help, van is illegally parked on the street by the intersection.",,NYPD,synthetic_rule_training_v2
442,illegal parking,illegal parking: van is double parked near the corner next to my building.,,NYPD,synthetic_rule_training_v2
443,illegal parking,"Please send help, car is illegally parked in the bike lane by the intersection.",,NYPD,synthetic_rule_training_v2
444,illegal parking,illegal parking: commercial vehicle is parked in no standing zone in the bike lane next to my building.,,NYPD,synthetic_rule_training_v2
445,illegal parking,car is parked in no standing zone near the corner outside school.,,NYPD,synthetic_rule_training_v2
446,illegal parking,I need to report that truck is parked in no standing zone in the bike lane on Forest Ave.,,NYPD,synthetic_rule_training_v2
447,illegal parking,There is a complaint about car that is blocking traffic in front of crosswalk near Main St.,,NYPD,synthetic_rule_training_v2
448,illegal parking,"Please send help, motorcycle is parked at hydrant on the street by the intersection.",,NYPD,synthetic_rule_training_v2
449,illegal parking,illegal parking: van is blocking traffic in the bike lane next to my building.,,NYPD,synthetic_rule_training_v2
450,illegal parking,I need to report that motorcycle is illegally parked near the corner on Forest Ave.,,NYPD,synthetic_rule_training_v2
451,illegal parking,There is a complaint about truck that is parked at hydrant in front of crosswalk outside school.,,NYPD,synthetic_rule_training_v2
452,illegal parking,Resident reports vehicle is blocking traffic in front of crosswalk by the intersection.,,NYPD,synthetic_rule_training_v2
453,illegal parking,illegal parking: car is illegally parked on the street near Main St.,,NYPD,synthetic_rule_training_v2
454,illegal parking,I need to report that truck is parked in no standing zone in front of crosswalk by the intersection.,,NYPD,synthetic_rule_training_v2
455,illegal parking,Resident reports motorcycle is blocking traffic near the corner outside school.,,NYPD,synthetic_rule_training_v2
456,illegal parking,illegal parking: truck is double parked on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
457,illegal parking,I need to report that truck is blocking traffic in the bike lane next to my building.,,NYPD,synthetic_rule_training_v2
458,illegal parking,illegal parking: motorcycle is parked in no standing zone in front of crosswalk outside school.,,NYPD,synthetic_rule_training_v2
459,illegal parking,There is a complaint about car that is parked at hydrant in the bike lane on Forest Ave.,,NYPD,synthetic_rule_training_v2
460,illegal parking,There is a complaint about motorcycle that is parked at hydrant on the street next to my building.,,NYPD,synthetic_rule_training_v2
461,illegal parking,There is a complaint about truck that is blocking traffic in front of crosswalk near Main St.,,NYPD,synthetic_rule_training_v2
462,illegal parking,I need to report that car is blocking traffic on the sidewalk near Main St.,,NYPD,synthetic_rule_training_v2
463,illegal parking,illegal parking: commercial vehicle is blocking traffic on the sidewalk near Main St.,,NYPD,synthetic_rule_training_v2
464,illegal parking,I need to report that vehicle is illegally parked in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
465,illegal parking,Resident reports car is parked in no standing zone in the bike lane by the intersection.,,NYPD,synthetic_rule_training_v2
466,illegal parking,Resident reports van is double parked on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
467,illegal parking,illegal parking: van is illegally parked near the corner next to my building.,,NYPD,synthetic_rule_training_v2
468,illegal parking,Resident reports motorcycle is parked at hydrant on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
469,illegal parking,There is a complaint about truck that is double parked on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
470,illegal parking,"Please send help, motorcycle is parked at hydrant in the bike lane next to my building.",,NYPD,synthetic_rule_training_v2
471,illegal parking,There is a complaint about vehicle that is double parked in the bike lane next to my building.,,NYPD,synthetic_rule_training_v2
472,illegal parking,"Please send help, vehicle is parked at hydrant in the bike lane near Main St.",,NYPD,synthetic_rule_training_v2
473,illegal parking,I need to report that commercial vehicle is parked in no standing zone in the bike lane by the intersection.,,NYPD,synthetic_rule_training_v2
474,illegal parking,"Please send help, motorcycle is parked at hydrant in the bike lane on Forest Ave.",,NYPD,synthetic_rule_training_v2
475,illegal parking,illegal parking: commercial vehicle is blocking traffic on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
476,illegal parking,"Please send help, vehicle is parked at hydrant on the street outside school.",,NYPD,synthetic_rule_training_v2
477,illegal parking,I need to report that car is parked at hydrant on the sidewalk outside school.,,NYPD,synthetic_rule_training_v2
478,illegal parking,I need to report that van is double parked near the corner next to my building.,,NYPD,synthetic_rule_training_v2
479,illegal parking,"Please send help, motorcycle is parked at hydrant near the corner on Forest Ave.",,NYPD,synthetic_rule_training_v2
480,illegal parking,illegal parking: commercial vehicle is blocking traffic near the corner near Main St.,,NYPD,synthetic_rule_training_v2
481,illegal parking,commercial vehicle is blocking traffic near the corner near Main St.,,NYPD,synthetic_rule_training_v2
482,illegal parking,car is parked in no standing zone in the bike lane by the intersection.,,NYPD,synthetic_rule_training_v2
483,illegal parking,commercial vehicle is double parked on the street next to my building.,,NYPD,synthetic_rule_training_v2
484,illegal parking,Resident reports van is parked in no standing zone on the sidewalk near Main St.,,NYPD,synthetic_rule_training_v2
485,illegal parking,"Please send help, truck is parked at hydrant on the street on Forest Ave.",,NYPD,synthetic_rule_training_v2
486,illegal parking,I need to report that motorcycle is double parked in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
487,illegal parking,Resident reports van is double parked on the street by the intersection.,,NYPD,synthetic_rule_training_v2
488,illegal parking,There is a complaint about vehicle that is parked at hydrant on the street on Forest Ave.,,NYPD,synthetic_rule_training_v2
489,illegal parking,"Please send help, motorcycle is blocking traffic on the street outside school.",,NYPD,synthetic_rule_training_v2
490,illegal parking,"Please send help, van is blocking traffic in front of crosswalk by the intersection.",,NYPD,synthetic_rule_training_v2
491,illegal parking,Resident reports motorcycle is parked in no standing zone in the bike lane near Main St.,,NYPD,synthetic_rule_training_v2
492,illegal parking,truck is double parked on the sidewalk outside school.,,NYPD,synthetic_rule_training_v2
493,illegal parking,I need to report that vehicle is illegally parked in the bike lane outside school.,,NYPD,synthetic_rule_training_v2
494,illegal parking,illegal parking: commercial vehicle is double parked near the corner next to my building.,,NYPD,synthetic_rule_training_v2
495,illegal parking,I need to report that van is parked in no standing zone in front of crosswalk outside school.,,NYPD,synthetic_rule_training_v2
496,illegal parking,van is illegally parked near the corner near Main St.,,NYPD,synthetic_rule_training_v2
497,illegal parking,There is a complaint about truck that is double parked on the street outside school.,,NYPD,synthetic_rule_training_v2
498,illegal parking,There is a complaint about vehicle that is parked in no standing zone in the bike lane outside school.,,NYPD,synthetic_rule_training_v2
499,illegal parking,"Please send help, motorcycle is blocking traffic on the street outside school.",,NYPD,synthetic_rule_training_v2
500,illegal parking,I need to report that truck is double parked on the street on Forest Ave.,,NYPD,synthetic_rule_training_v2
501,illegal parking,There is a complaint about truck that is double parked on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
502,illegal parking,I need to report that truck is illegally parked in the bike lane outside school.,,NYPD,synthetic_rule_training_v2
503,illegal parking,illegal parking: vehicle is double parked near the corner by the intersection.,,NYPD,synthetic_rule_training_v2
504,illegal parking,Resident reports van is blocking traffic in the bike lane by the intersection.,,NYPD,synthetic_rule_training_v2
505,illegal parking,I need to report that motorcycle is parked in no standing zone in front of crosswalk near Main St.,,NYPD,synthetic_rule_training_v2
506,illegal parking,Resident reports commercial vehicle is blocking traffic on the street next to my building.,,NYPD,synthetic_rule_training_v2
507,illegal parking,There is a complaint about motorcycle that is parked at hydrant on the street next to my building.,,NYPD,synthetic_rule_training_v2
508,illegal parking,car is blocking traffic in front of crosswalk near Main St.,,NYPD,synthetic_rule_training_v2
509,illegal parking,illegal parking: motorcycle is double parked near the corner outside school.,,NYPD,synthetic_rule_training_v2
510,illegal parking,illegal parking: van is illegally parked near the corner next to my building.,,NYPD,synthetic_rule_training_v2
511,illegal parking,There is a complaint about car that is blocking traffic on the sidewalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
512,illegal parking,There is a complaint about vehicle that is blocking traffic on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
513,illegal parking,illegal parking: car is blocking traffic on the sidewalk outside school.,,NYPD,synthetic_rule_training_v2
514,illegal parking,I need to report that car is parked in no standing zone in the bike lane on Forest Ave.,,NYPD,synthetic_rule_training_v2
515,illegal parking,I need to report that vehicle is blocking traffic on the street on Forest Ave.,,NYPD,synthetic_rule_training_v2
516,illegal parking,There is a complaint about truck that is illegally parked in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
517,illegal parking,van is illegally parked in the bike lane by the intersection.,,NYPD,synthetic_rule_training_v2
518,illegal parking,Resident reports vehicle is parked in no standing zone in the bike lane by the intersection.,,NYPD,synthetic_rule_training_v2
519,illegal parking,There is a complaint about van that is parked in no standing zone on the street next to my building.,,NYPD,synthetic_rule_training_v2
520,illegal parking,Resident reports commercial vehicle is parked at hydrant on the street near Main St.,,NYPD,synthetic_rule_training_v2
521,illegal parking,illegal parking: van is blocking traffic near the corner near Main St.,,NYPD,synthetic_rule_training_v2
522,illegal parking,car is parked at hydrant on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
523,illegal parking,There is a complaint about motorcycle that is parked in no standing zone near the corner near Main St.,,NYPD,synthetic_rule_training_v2
